id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	IID_H196807_T01_01_WG01.count	IID_H196807_T02_01_WG01.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
341	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr14.2	2.chr14.2	44725244.5-qtel	44725244.5-qtel	0.049989347	14	59724901	59724903	14	76858281	76858283	-	+	T2T_INV	17133380	44	7	DAAM1	DAAM1	ENST00000360909	1	_	5UTRintron	1	25	_	_	_	_	_	_	_	_	_	_	0
301	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr14.2	2.chr14.2	44725244.5-qtel	44725244.5-qtel	0.049989347	14	60071565	60071571	14	74935778	74935784	+	-	H2H_INV	14864213	42	6	RTN1	RTN1	ENST00000267484	-1	0	intron	5	9	_	_	_	_	_	_	_	_	_	_	0
281	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr14.2	2.chr14.2	44725244.5-qtel	44725244.5-qtel	0.049989347	14	64531788	64531790	14	70553242	70553244	-	+	T2T_INV	6021454	35	5	SYNE2	SYNE2	ENST00000358025	1	0	intron	50	116	_	SLC8A3	SLC8A3	ENST00000381269	-1	2	intron	2	8	_	700
581	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr14.2	2.chr14.2	44725244.5-qtel	44725244.5-qtel	0.049989347	14	77385160	77385161	14	96901955	96901956	-	+	T2T_INV	19516795	29	5	_	_	_	_	_	_	_	_	_	AK7	AK7	ENST00000267584	1	0	intron	5	18	_	0
601	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr14.2	2.chr14.2	44725244.5-qtel	44725244.5-qtel	0.049989347	14	82406571	82406575	14	99572387	99572391	+	+	DEL	17165816	22	4	RP11-666E17.1	RP11-666E17.1	ENST00000554814	1	_	UTRintron	3	4	_	_	_	_	_	_	_	_	_	_	0
531	T1_T2	high	trunk	chromothripsis	5	none	#646464	tandem_duplication	2_3	1	2.chr14.2	2.chr14.2	44725244.5-qtel	44725244.5-qtel	0.049989347	14	88255257	88255264	14	88367409	88367416	-	-	DUP	112152	22	4	RP11-1152H15.1	RP11-1152H15.1	ENST00000554305	-1	_	UTRintron	3	7	_	_	_	_	_	_	_	_	_	_	0
661	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr14.2	2.chr14.2	44725244.5-qtel	44725244.5-qtel	0.049989347	14	96901881	96901885	14	105621116	105621120	+	+	DEL	8719235	20	7	AK7	AK7	ENST00000267584	1	0	intron	5	18	_	JAG2	JAG2	ENST00000331782	-1	2	intron	5	26	_	540
42	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr7.5	42309060.5-50616662	cen_end-qtel	0.049989347	3	42309060	42309061	7	131312376	131312377	-	+	TRA	89003316	9	4	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
111	T1_T2	high	trunk	complex	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr7.4	42309060.5-50616662	25221676.5-53236570.5	0.049989347	3	42309173	42309176	7	53236405	53236408	+	-	TRA	10927232	7	4	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
310	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr7.4	42309060.5-50616662	25221676.5-53236570.5	0.049989347	3	42310633	42310635	7	28903341	28903343	-	-	TRA	-13407292	33	4	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
22	T1_T2	high	trunk	chromothripsis	5	none	#646464	unbalanced_translocation	2_4	1	2.chr3.3	2.chr7.5	42309060.5-50616662	cen_end-qtel	0.049989347	3	43375116	43375118	7	94391375	94391377	+	-	TRA	51016259	35	2	SNRK	SNRK	ENST00000296088	1	2	intron	4	7	_	_	_	_	_	_	_	_	_	_	0
68	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr7.5	42309060.5-50616662	cen_end-qtel	0.049989347	3	47100795	47100798	7	158390500	158390503	+	+	TRA	111289705	8	4	SETD2	SETD2	ENST00000409792	-1	2	intron	14	21	_	_	_	_	_	_	_	_	_	_	0
41	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr3.3	42309060.5-50616662	42309060.5-50616662	0.049989347	3	47100831	47100832	3	47542110	47542111	+	+	DEL	441279	6	4	SETD2	SETD2	ENST00000409792	-1	2	intron	14	21	_	ELP6	ELP6	ENST00000296149	-1	0	intron	5	7	_	700
210	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr7.4	42309060.5-50616662	25221676.5-53236570.5	0.049989347	3	47535624	47535626	7	28439425	28439427	-	+	TRA	-19096199	21	4	_	_	_	_	_	_	_	_	_	CREB5	CREB5	ENST00000396299	1	_	5UTRintron	1	10	_	0
481	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr14.2	42309060.5-50616662	44725244.5-qtel	0.049989347	3	47542289	47542290	14	85756276	85756277	+	-	TRA	38213987	18	4	ELP6	ELP6	ENST00000296149	-1	0	intron	5	7	_	_	_	_	_	_	_	_	_	_	0
510	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr7.4	42309060.5-50616662	25221676.5-53236570.5	0.049989347	3	50616440	50616441	7	34155477	34155478	-	+	TRA	-16460963	32	4	HEMK1	HEMK1	ENST00000232854	1	2	intron	8	11	_	BMPER	BMPER	ENST00000297161	1	2	intron	14	16	_	540
39	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr3.3	2.chr7.5	42309060.5-50616662	cen_end-qtel	0.049989347	3	50616661	50616663	7	126777880	126777882	+	+	TRA	76161219	19	5	HEMK1	HEMK1	ENST00000232854	1	2	intron	8	11	_	GRM8	GRM8	ENST00000339582	-1	0	intron	2	11	_	540
50	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	106324240	106324242	7	134339650	134339652	-	-	DUP	28015410	34	7	_	_	_	_	_	_	_	_	_	BPGM	BPGM	ENST00000393132	1	_	5UTRintron	1	4	_	0
311	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	106325132	106325135	7	111837527	111837530	+	+	DEL	5512395	20	9	_	_	_	_	_	_	_	_	_	DOCK4	DOCK4	ENST00000437633	-1	1	intron	1	52	_	0
36	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	106330465	106330467	7	124391285	124391285	-	+	T2T_INV	18060820	45	3	_	_	_	_	_	_	_	_	_	GPR37	GPR37	ENST00000303921	-1	0	intron	1	2	_	0
43	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	106330477	106330478	7	131312376	131312377	-	+	T2T_INV	24981899	10	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
37	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	106330860	106330862	7	124391340	124391342	-	-	DUP	18060480	23	5	_	_	_	_	_	_	_	_	_	GPR37	GPR37	ENST00000303921	-1	0	intron	1	2	_	0
610	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	110480538	110480539	14	51855411	51855412	+	-	TRA	-58625127	19	2	IMMP2L	IMMP2L	ENST00000405709	-1	0	intron	5	6	_	_	_	_	_	_	_	_	_	_	0
32	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	110480621	110480624	7	113578046	113578049	-	-	DUP	3097425	29	4	IMMP2L	IMMP2L	ENST00000405709	-1	0	intron	5	6	_	_	_	_	_	_	_	_	_	_	0
82	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	111837495	111837496	14	53162690	53162691	+	+	TRA	-58674805	38	4	DOCK4	DOCK4	ENST00000437633	-1	1	intron	1	52	_	_	_	_	_	_	_	_	_	_	0
52	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_2	2	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	122023641	122023643	7	137261329	137261331	+	-	H2H_INV	15237688	33	2	CADPS2	CADPS2	ENST00000412584	-1	0	intron	22	28	_	DGKI	DGKI	ENST00000288490	-1	0	intron	17	34	_	540
56	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	123439238	123439242	7	152400746	152400750	+	-	H2H_INV	28961508	19	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
421	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	127039976	127039978	14	83329901	83329903	+	-	TRA	-43710075	37	5	ZNF800	ZNF800	ENST00000439506	-1	_	5UTRintron	1	4	_	_	_	_	_	_	_	_	_	_	0
57	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	127040183	127040186	7	152462060	152462063	-	+	T2T_INV	25421877	37	4	ZNF800	ZNF800	ENST00000439506	-1	_	5UTRintron	1	4	_	ACTR3B	ACTR3B	ENST00000256001	1	2	intron	1	12	_	820
651	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	128034761	128034762	14	105410256	105410257	+	-	TRA	-22624505	27	5	IMPDH1	IMPDH1	ENST00000338791	-1	2	intron	14	17	_	AHNAK2	AHNAK2	ENST00000333244	-1	1	exon	7	7	_	500
48	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	130636584	130636589	7	132442539	132442544	+	-	H2H_INV	1805955	36	6	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
412	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	130636754	130636755	14	48797358	48797359	-	+	TRA	-81839396	30	5	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
471	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	131310297	131310300	14	85755992	85755995	+	+	TRA	-45554305	15	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
391	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	131312621	131312626	14	77716424	77716429	+	-	TRA	-53596197	22	6	_	_	_	_	_	_	_	_	_	TMEM63C	TMEM63C	ENST00000298351	1	1	intron	21	24	_	0
441	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	131312927	131312930	14	85754948	85754951	-	-	TRA	-45557979	18	7	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
511	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	131313495	131313496	7	135419187	135419188	+	+	DEL	4105692	33	5	_	_	_	_	_	_	_	_	_	FAM180A	FAM180A	ENST00000338588	-1	0	intron	2	4	_	0
58	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_2	2	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	137261662	137261665	7	155383933	155383936	-	-	DUP	18122271	18	2	DGKI	DGKI	ENST00000288490	-1	0	intron	17	34	_	_	_	_	_	_	_	_	_	_	0
191	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	139688988	139688992	14	59722553	59722557	-	+	TRA	-79966435	33	6	TBXAS1	TBXAS1	ENST00000263552	1	0	intron	13	17	_	DAAM1	DAAM1	ENST00000351081	1	_	5UTRintron	1	26	_	200
521	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	142327155	142327156	14	85975243	85975244	-	-	TRA	-56351912	38	11	_	_	_	_	_	_	_	_	_	CTD-2128A3.2	CTD-2128A3.2	ENST00000557547	-1	_	UTRintron	1	5	_	0
241	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	150020345	150020346	14	59725352	59725353	+	-	TRA	-90294993	34	8	ACTR3C	ACTR3C	ENST00000539352	-1	_	5UTRintron	1	8	_	DAAM1	DAAM1	ENST00000351081	1	_	5UTRintron	1	26	_	860
65	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr7.5	cen_end-qtel	cen_end-qtel	0.049989347	7	152738155	152738156	7	157175857	157175858	-	+	T2T_INV	4437702	33	5	_	_	_	_	_	_	_	_	_	DNAJB6	DNAJB6	ENST00000262177	1	1	intron	6	10	_	0
212	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	158238452	158238453	14	46580548	46580549	+	-	TRA	-111657904	42	4	PTPRN2	PTPRN2	ENST00000389413	-1	1	intron	2	22	_	LINC00871	LINC00871	ENST00000556886	1	_	UTRintron	1	6	_	200
401	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.5	2.chr14.2	cen_end-qtel	44725244.5-qtel	0.049989347	7	158381031	158381032	14	79503617	79503618	-	+	TRA	-78877414	40	4	_	_	_	_	_	_	_	_	_	NRXN3	NRXN3	ENST00000554719	1	1	intron	12	17	_	0
55	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	29158626	29158629	7	150020900	150020903	+	+	DEL	120862274	42	4	CPVL	CPVL	ENST00000409850	-1	1	intron	6	17	_	LRRC61	LRRC61	ENST00000359623	1	_	5UTRintron	1	3	_	200
201	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	29159286	29159289	14	59724274	59724277	-	-	TRA	30564988	32	4	CPVL	CPVL	ENST00000409850	-1	1	intron	6	17	_	DAAM1	DAAM1	ENST00000351081	1	_	5UTRintron	1	26	_	200
18	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	31700632	31700634	7	84135429	84135431	-	+	T2T_INV	52434797	38	3	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
19	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	31718790	31718793	7	88875343	88875346	+	-	H2H_INV	57156553	29	2	_	_	_	_	_	_	_	_	_	ZNF804B	ZNF804B	ENST00000333190	1	0	intron	2	4	_	0
101	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.4	25221676.5-53236570.5	25221676.5-53236570.5	0.049989347	7	32028866	32028869	7	50900749	50900752	-	-	DUP	18871883	35	4	PDE1C	PDE1C	ENST00000396191	-1	2	intron	2	18	_	_	_	_	_	_	_	_	_	_	0
17	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	33670716	33670719	7	83010392	83010395	+	-	H2H_INV	49339676	38	2	_	_	_	_	_	_	_	_	_	SEMA3E	SEMA3E	ENST00000307792	-1	0	intron	16	17	_	0
631	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	33674662	33674663	14	104516056	104516057	-	-	TRA	70841394	36	4	_	_	_	_	_	_	_	_	_	TDRD9	TDRD9	ENST00000409874	1	0	intron	35	36	_	0
312	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	33839158	33839160	14	46581879	46581881	+	+	TRA	12742721	26	11	RP11-89N17.4	RP11-89N17.4	ENST00000420185	-1	_	UTRintron	1	2	_	LINC00871	LINC00871	ENST00000556886	1	_	UTRintron	1	6	_	100
321	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	33839611	33839614	14	75041784	75041787	-	-	TRA	41202173	39	4	RP11-89N17.4	RP11-89N17.4	ENST00000420185	-1	_	UTRintron	1	2	_	LTBP2	LTBP2	ENST00000261978	-1	2	intron	3	36	_	180
351	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	34050360	34050364	14	77321928	77321932	-	-	TRA	43271568	29	3	BMPER	BMPER	ENST00000297161	1	0	intron	7	16	_	C14orf166B	C14orf166B	ENST00000393774	1	0	intron	9	14	_	900
12	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.4	25221676.5-53236570.5	25221676.5-53236570.5	0.049989347	7	34742816	34742823	7	53236567	53236574	+	+	DEL	18493751	33	2	NPSR1	NPSR1	ENST00000359791	1	1	intron	2	9	_	_	_	_	_	_	_	_	_	_	0
72	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.4	25221676.5-53236570.5	25221676.5-53236570.5	0.049989347	7	34743815	34743816	7	39500633	39500634	-	+	T2T_INV	4756818	38	2	NPSR1	NPSR1	ENST00000360581	1	1	intron	2	9	_	POU6F2	POU6F2	ENST00000518318	1	2	intron	9	10	_	540
91	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.4	25221676.5-53236570.5	25221676.5-53236570.5	0.049989347	7	35641211	35641212	7	48036459	48036460	+	+	DEL	12395248	29	6	_	_	_	_	_	_	_	_	_	SUN3	SUN3	ENST00000297325	-1	1	intron	6	10	_	0
92	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	35642176	35642177	14	53367721	53367722	-	-	TRA	17725545	29	5	_	_	_	_	_	_	_	_	_	FERMT2	FERMT2	ENST00000343279	-1	1	intron	3	16	_	0
15	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	37183024	37183026	7	70776733	70776735	+	-	H2H_INV	33593709	29	3	ELMO1	ELMO1	ENST00000310758	-1	0	intron	13	22	_	WBSCR17	WBSCR17	ENST00000333538	1	1	intron	1	11	_	700
113	T1_T2	high	trunk	chromothripsis	5	none	#646464	complex	2_1	87	2.chr7.4	2.chr14.2	25221676.5-53236570.5	44725244.5-qtel	0.049989347	7	39500368	39500371	14	55357442	55357445	+	-	TRA	15857074	36	2	POU6F2	POU6F2	ENST00000518318	1	2	intron	9	10	_	GCH1	GCH1	ENST00000395514	-1	1	intron	1	7	_	700
13	T1_T2	high	trunk	chromothripsis	5	none	#646464	inversion	2_6	1	2.chr7.4	2.chr7.5	25221676.5-53236570.5	cen_end-qtel	0.049989347	7	40976920	40976922	7	69749925	69749927	+	-	H2H_INV	28773005	30	7	_	_	_	_	_	_	_	_	_	AUTS2	AUTS2	ENST00000342771	1	0	intron	4	19	_	0
