id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.132396.T5.1.D1.2.count	I.H.132396.T6.1.D1.2.count	I.H.132396.T7.1.D1.2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
36	T7	high	R2 100%	complex_unclassified	34	none	#0070C0	complex	14	3	NA	NA	NA	NA	NA	9	133896898	133896899	17	26110068	26110069	-	+	0	0	0	0	12	LAMC3	LAMC3	ENST00000361069	1	1	intron	1	28	_	NOS2	NOS2	ENST00000313735	-1	2	exon	6	27	_	740
35	T7	high	R2 100%	complex_unclassified	34	none	#0070C0	complex	14	3	NA	NA	NA	NA	NA	9	135381601	135381602	17	26110016	26110017	-	-	0	0	0	0	25	C9orf171	C9orf171	ENST00000343036	1	2	intron	4	7	_	NOS2	NOS2	ENST00000313735	-1	0	exon	6	27	_	500
23	T6	high	R1 92%	tandem_duplication	25	none	#00A88C	tandem_duplication	26	1	NA	NA	NA	NA	NA	10	15543432	15543436	10	15634273	15634277	-	-	0	0	0	16	0	_	_	_	_	_	_	_	_	_	ITGA8	ITGA8	ENST00000378076	-1	_	exon	22	30	_	0
24	T6_T7	high	R1,R2 100%	complex_unclassified	14	none	#FF9D00	complex	8	2	8.chr10.1	8.chr10.1	25619445-25622341	25619445-25622341	1.37E-06	10	25619444	25619446	10	25622203	25622205	-	-	0	0	0	10	22	GPR158	GPR158	ENST00000376351	1	0	intron	2	11	_	GPR158	GPR158	ENST00000376351	1	0	intron	2	11	_	460
25	T6_T7	high	R1,R2 100%	complex_unclassified	14	none	#FF9D00	complex	8	2	8.chr10.1	8.chr10.1	25619445-25622341	25619445-25622341	1.37E-06	10	25621414	25621420	10	25622338	25622344	-	-	0	0	0	15	15	GPR158	GPR158	ENST00000376351	1	0	intron	2	11	_	GPR158	GPR158	ENST00000376351	1	0	intron	2	11	_	460
271	T5	high	TR1 100%	unbalanced_translocation	23	none	#7800F8	unbalanced_translocation	5	1	5.chr11.1	5.chr19.2	10139019-10139019	47278700-47278700	NA	11	10139018	10139020	19	47278699	47278701	+	-	0	0	25	0	0	SBF2	SBF2	ENST00000256190	-1	0	intron	2	40	_	SLC1A5	SLC1A5	ENST00000542575	-1	_	3UTRexon	8	8	_	200
37	T5_T6_T7	high	trunk	unbalanced_translocation	3	none	#646464	unbalanced_translocation	23	1	NA	NA	NA	NA	NA	11	70230090	70230098	17	30767572	30767580	+	+	0	0	28	30	55	PPFIA1	PPFIA1	ENST00000253925	1	_	3UTRexon	28	28	_	_	_	_	_	_	_	_	_	_	0
301	T7	high	R2 100%	simple_deletion	35	11q_loss|17q_gain	#0070C0	simple_deletion	9	1	9.chr11.1	9.chr11.2	100743245-100743245	100747540-100747540	NA	11	100743241	100743249	11	100747536	100747544	+	+	0	0	0	0	13	ARHGAP42	ARHGAP42	ENST00000298815	1	0	intron	4	24	_	ARHGAP42	ARHGAP42	ENST00000298815	1	0	intron	4	24	_	460
15	T5	high	TR1 100%	complex_unclassified	19	none	#7800F8	complex	1	3	1.chr12.1	1.chrX.3	30180852.5-30180960.5	119729299.5-119729647.5	9.43E-05	12	30180851	30180854	X	119729298	119729301	-	+	0	0	5	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
13	T7	high	R2 100%	tandem_duplication	36	none	#0070C0	tandem_duplication	17	1	NA	NA	NA	NA	NA	12	98898599	98898603	12	98982496	98982500	-	-	0	0	0	0	21	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
305	T6_T7	high	R1,R2 100%	unbalanced_translocation	42	none	#FF9D00	unbalanced_translocation	9	1	9.chr12.1	9.chr17.2	133840555-133840555	35010591-35010591	NA	12	133840555	133840555	17	35010591	35010591	+	+	0	0	0	16	15	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
I-H-132396-T7-1-D1-2.32	T7	high	R2 100%	tandem_duplication	37	none	#0070C0	tandem_duplication	18	1	NA	NA	NA	NA	NA	13	36080742	36080746	13	36162571	36162575	-	-	0	0	0	0	13	NBEA	NBEA	ENST00000400445	1	0	intron	41	58	_	NBEA	NBEA	ENST00000400445	1	0	intron	46	58	_	880
44	T5_T6_T7	high	trunk	simple_deletion	4	none	#646464	simple_deletion	24	1	NA	NA	NA	NA	NA	14	45597717	45597718	14	45959735	45959736	+	+	0	0	11	14	21	FKBP3	FKBP3	ENST00000216330	-1	0	intron	4	8	_	_	_	_	_	_	_	_	_	_	0
45	T7	high	R2 100%	tandem_duplication	38	none	#0070C0	tandem_duplication	19	1	NA	NA	NA	NA	NA	14	63191654	63191658	14	63446493	63446497	-	-	0	0	0	0	10	KCNH5	KCNH5	ENST00000322893	-1	0	intron	10	11	_	KCNH5	KCNH5	ENST00000322893	-1	0	intron	6	11	_	880
46	T5_T6_T7	high	trunk	simple_deletion	5	none	#646464	simple_deletion	25	1	NA	NA	NA	NA	NA	14	74437972	74438005	14	74604314	74604347	+	+	0	0	16	17	20	ENTPD5	ENTPD5	ENST00000334696	-1	1	intron	14	16	_	LIN52	LIN52	ENST00000555028	1	1	intron	5	6	_	540
54	T6_T7	high	R1,R2 100%	tandem_duplication	15	none	#FF9D00	tandem_duplication	10	1	10.chr16.1	10.chr16.2	75838080.5-75838080.5	75855041.5-75855041.5	NA	16	75838079	75838082	16	75855040	75855043	-	-	0	0	0	16	26	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
38	T5	high	TR1 100%	simple_deletion	24	none	#7800F8	simple_deletion	6	1	6.chr17.1	6.chr17.2	38733416-38733416	38886363-38886363	NA	17	38733414	38733418	17	38886361	38886365	+	+	0	0	16	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
41	T6	high	R1 92%	tandem_duplication	26	none	#00A88C	tandem_duplication	14	1	NA	NA	NA	NA	NA	17	65968799	65968800	17	65982978	65982979	-	-	0	0	0	4	0	BPTF	BPTF	ENST00000306378	1	1	intron	26	28	_	_	_	_	_	_	_	_	_	_	0
42	T6	high	R1 92%	tandem_duplication	27	none	#00A88C	tandem_duplication	27	1	NA	NA	NA	NA	NA	17	80383360	80383363	17	80514007	80514010	-	-	0	0	0	8	0	HEXDC	HEXDC	ENST00000337014	1	2	intron	3	12	_	FOXK2	FOXK2	ENST00000335255	1	2	intron	1	9	_	900
56	T6_T7	high	R1,R2 100%	simple_deletion	16	none	#FF9D00	simple_deletion	11	1	11.chr18.1	11.chr18.2	6913299.5-6913299.5	15164124.5-15164124.5	NA	18	6913298	6913301	18	15164123	15164126	+	+	0	0	0	9	28	ARHGAP28	ARHGAP28	ENST00000419673	1	_	3UTRexon	17	17	_	RP11-805F19.1	RP11-805F19.1	ENST00000581690	-1	_	UTRintron	1	2	_	100
57	T6_T7	high	R1,R2 100%	tandem_duplication	17	none	#FF9D00	tandem_duplication	12	1	12.chr18.1	12.chr18.2	25423346-25423346	25435242-25435242	NA	18	25423345	25423347	18	25435241	25435243	-	-	0	0	0	13	25	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
58	T6_T7	high	R1,R2 100%	tandem_duplication	18	none	#FF9D00	tandem_duplication	13	1	13.chr20.1	13.chr20.2	47278508.5-47278508.5	47293562.5-47293562.5	NA	20	47278507	47278510	20	47293561	47293564	-	-	0	0	0	5	21	PREX1	PREX1	ENST00000371941	-1	1	intron	15	40	_	PREX1	PREX1	ENST00000371941	-1	2	intron	13	40	_	680
