id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.134722.T19.2.D1.1.count	I.H.134722.T20.2.D1.1.count	I.H.134722.T21.2.D1.1.count	I.H.134722.T22.2.D1.1.count	I.H.134722.T23.2.D1.1.count	I.H.134722.T24.2.D1.1.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
183	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	22	24	NA	NA	NA	NA	NA	2	10362063	10362468	2	10493609	10494080	-	-	DUP	131546	8	306	392	374	323	428	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
184	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	10381767	10382123	2	13715793	13716122	-	+	INV	3334026	0	27	39	34	33	43	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
185	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	22	24	NA	NA	NA	NA	NA	2	10436542	10436754	2	13392800	13393119	-	-	DUP	2956258	12	323	431	371	441	141	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
186	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	10447822	10448436	2	15766483	15767168	+	+	DEL	5318661	1	54	81	68	97	65	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
187	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	22	24	NA	NA	NA	NA	NA	2	10448831	10449211	2	10493644	10493967	+	+	DEL	44813	3	267	278	261	269	300	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
188	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	22	24	NA	NA	NA	NA	NA	2	10448963	10449210	2	13393406	13393824	+	+	DEL	2944443	7	201	240	209	209	207	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
189	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	22	24	NA	NA	NA	NA	NA	2	10453204	10453461	2	15190526	15191005	+	+	DEL	4737322	4	304	347	343	325	357	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
190	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	22	24	NA	NA	NA	NA	NA	2	10463747	10464190	2	15237977	15238442	-	-	DUP	4774230	10	338	381	402	402	479	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
17	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	10464038	10464040	2	15238037	15238039	-	-	DUP	4773999	10	86	75	73	75	114	HPCAL1	HPCAL1	ENST00000307845	1	_	5UTRintron	1	5	_	_	_	_	_	_	_	_	_	_	0
8	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	10485209	10485209	2	13545322	13545324	+	-	INV	3060113	0	51	47	57	38	49	HPCAL1	HPCAL1	ENST00000307845	1	_	5UTRintron	1	5	_	_	_	_	_	_	_	_	_	_	0
6	T20	high	A2 22%	DM	6	mycn	#AC753A	tandem_duplication	51	1	NA	NA	NA	NA	NA	2	10545551	10545553	2	11149007	11149009	-	-	DUP	603456	0	12	1	0	0	0	HPCAL1	HPCAL1	ENST00000307845	1	_	5UTRintron	2	5	_	_	_	_	_	_	_	_	_	_	0
43	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	25	6	NA	NA	NA	NA	NA	2	10552484	10552484	2	16245075	16245077	+	-	INV	5692591	0	30	31	36	31	43	HPCAL1	HPCAL1	ENST00000307845	1	_	5UTRintron	2	5	_	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	100
191	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	25	6	NA	NA	NA	NA	NA	2	10563910	10564360	2	11455896	11456393	+	+	DEL	891986	5	277	334	255	278	357	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
192	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	26	3	NA	NA	NA	NA	NA	2	10653927	10654495	2	15377875	15378358	+	+	DEL	4723948	3	87	129	136	109	150	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
12	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	26	3	NA	NA	NA	NA	NA	2	10653983	10653983	2	14251425	14251427	+	-	INV	3597442	0	43	90	69	85	84	_	_	_	_	_	_	_	_	_	LINC00276	LINC00276	ENST00000417751	-1	_	UTRintron	2	5	_	0
193	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	reciprocal_translocation	17	2	NA	NA	NA	NA	NA	2	10683038	10683483	6	160928714	160929285	-	+	TRA	-1	4	31	45	27	37	41	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
194	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	reciprocal_translocation	17	2	NA	NA	NA	NA	NA	2	10683299	10683436	6	160929312	160929851	+	-	TRA	-1	12	183	216	174	228	204	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
27	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	23	2	NA	NA	NA	NA	NA	2	11151480	11151482	2	15852430	15852432	-	-	DUP	4700950	0	17	55	31	32	38	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
195	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	19	5	NA	NA	NA	NA	NA	2	11189676	11189855	2	16022221	16022599	+	-	INV	4832545	5	266	328	247	267	353	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
196	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	19	5	NA	NA	NA	NA	NA	2	11190863	11191343	2	13959538	13960065	-	-	DUP	2768675	8	235	286	223	226	325	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
197	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	18	5	NA	NA	NA	NA	NA	2	11514197	11514198	2	15524221	15524222	+	+	DEL	4010024	0	64	77	53	53	69	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	2	intron	28	52	_	0
20	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	18	5	NA	NA	NA	NA	NA	2	11514198	11514198	2	15524222	15524222	+	+	DEL	4010024	0	64	77	53	53	69	_	_	_	_	_	_	_	_	_	NBAS	NBAS	ENST00000281513	-1	2	intron	28	52	_	0
198	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	18	5	NA	NA	NA	NA	NA	2	11514452	11514571	2	15523972	15524373	+	+	DEL	4009520	8	159	281	318	349	274	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
30	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	19	5	NA	NA	NA	NA	NA	2	11546729	11546731	2	16018188	16018188	-	+	INV	4471459	0	71	105	77	114	125	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
200	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	19	5	NA	NA	NA	NA	NA	2	11546861	11546862	2	16018449	16018450	+	+	DEL	4471588	6	125	178	149	154	149	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
201	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	24	5	NA	NA	NA	NA	NA	2	11639072	11639363	2	15897456	15897656	+	-	INV	4258384	9	189	308	182	191	412	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
202	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	26	3	NA	NA	NA	NA	NA	2	12667244	12667563	2	15377941	15378191	-	-	DUP	2710697	6	196	231	173	182	200	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
203	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	23	2	NA	NA	NA	NA	NA	2	13341952	13342407	2	15865279	15865469	-	+	INV	2523327	15	699	850	739	772	910	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
18	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	simple_deletion	47	1	NA	NA	NA	NA	NA	2	13446145	13446146	2	15295019	15295020	+	+	DEL	1848874	3	176	199	194	178	239	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
69	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	13537326	13537332	17	64746315	64746321	-	-	TRA	-1	2	21	34	29	28	41	_	_	_	_	_	_	_	_	_	PRKCA	PRKCA	ENST00000413366	1	0	intron	13	17	_	0
41	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	13545930	13545932	2	16202924	16202924	-	+	INV	2656994	0	35	31	34	40	32	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0
46	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	13606447	13606449	2	16347658	16347660	-	-	DUP	2741211	2	32	30	34	37	35	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
9	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	inversion	48	1	NA	NA	NA	NA	NA	2	13670715	13670716	2	13790854	13790855	-	+	INV	120139	0	20	29	43	28	41	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
59	T20_T21_T22_T23_T24	high	trunk	complex_unclassified	2	17q_gain	#646464	complex	22	24	NA	NA	NA	NA	NA	2	13813652	13813652	17	32387520	32387520	+	+	TRA	-1	0	7	14	12	9	22	_	_	_	_	_	_	_	_	_	ASIC2	ASIC2	ENST00000359872	-1	0	intron	1	10	_	0
40	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	13813668	13813670	2	16202231	16202231	-	+	INV	2388563	0	33	37	30	31	34	_	_	_	_	_	_	_	_	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	0
60	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	13850851	13850853	17	32387596	32387598	-	-	TRA	-1	0	6	9	9	11	9	LINC00276	LINC00276	ENST00000417751	-1	_	UTRintron	4	5	_	ASIC2	ASIC2	ENST00000359872	-1	0	intron	1	10	_	180
13	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	13851179	13851180	2	14398281	14398282	+	+	DEL	547102	0	29	30	34	23	34	LINC00276	LINC00276	ENST00000417751	-1	_	UTRintron	4	5	_	LINC00276	LINC00276	ENST00000417751	-1	_	UTRintron	2	5	_	100
35	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	14048935	14048937	2	16152041	16152043	-	-	DUP	2103106	0	28	31	26	25	49	LINC00276	LINC00276	ENST00000417751	-1	_	UTRintron	2	5	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100
62	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	14394957	14394959	17	33591892	33591894	+	-	TRA	-1	2	24	35	39	23	33	LINC00276	LINC00276	ENST00000417751	-1	_	UTRintron	2	5	_	SLFN5	SLFN5	ENST00000299977	1	_	exon	4	5	_	100
15	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	20	2	NA	NA	NA	NA	NA	2	14584358	14584361	2	14850526	14850529	-	-	DUP	266168	0	24	41	41	40	47	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
14	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	20	2	NA	NA	NA	NA	NA	2	14589183	14589188	2	14814111	14814116	+	-	INV	224928	0	19	40	30	29	46	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
204	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	18	5	NA	NA	NA	NA	NA	2	14615255	14615584	2	15510848	15511255	+	+	DEL	895593	9	175	280	225	246	210	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
205	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	inversion	49	1	NA	NA	NA	NA	NA	2	14697773	14698226	2	15829886	15830311	-	+	INV	1132113	1	174	160	160	162	165	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
16	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	21	2	NA	NA	NA	NA	NA	2	14887521	14887521	2	15121558	15121558	+	+	DEL	234037	0	18	13	14	11	20	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
33	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	simple_deletion	50	1	NA	NA	NA	NA	NA	2	14887521	14887521	2	16118628	16118628	+	+	DEL	1231107	0	22	13	20	28	20	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
34	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	21	2	NA	NA	NA	NA	NA	2	15121675	15121675	2	16118628	16118628	+	+	DEL	996953	1	26	57	24	68	24	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
21	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	18	5	NA	NA	NA	NA	NA	2	15475965	15475966	2	15534532	15534533	+	-	INV	58567	0	6	25	28	35	49	NBAS	NBAS	ENST00000281513	-1	0	intron	35	52	_	NBAS	NBAS	ENST00000281513	-1	2	intron	27	52	_	530
25	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	15683571	15683573	2	15749426	15749428	-	-	DUP	65855	0	58	66	58	61	80	NBAS	NBAS	ENST00000281513	-1	1	intron	6	52	_	DDX1	DDX1	ENST00000381341	1	2	intron	14	27	_	540
38	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	15790517	15790519	2	16158870	16158872	-	-	DUP	368353	0	41	45	34	32	41	_	_	_	_	_	_	_	_	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	0
61	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	24	5	NA	NA	NA	NA	NA	2	15896356	15896358	17	33364331	33364333	-	-	TRA	-1	0	21	35	34	38	38	_	_	_	_	_	_	_	_	_	RFFL	RFFL	ENST00000315249	-1	_	5UTRintron	1	7	_	0
36	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	15949788	15949790	2	16152048	16152050	-	-	DUP	202260	3	28	43	39	31	48	AC113608.1	AC113608.1	ENST00000448379	-1	_	UTRintron	1	2	_	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	100
206	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	24	5	NA	NA	NA	NA	NA	2	15977101	15977487	2	16092698	16093027	-	-	DUP	115597	10	440	523	459	523	458	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
2001	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	24	5	NA	NA	NA	NA	NA	2	15986293	15986293	17	33845127	33845129	+	-	TRA	-1	0	21	22	20	32	33	_	_	_	_	_	_	_	_	_	SLFN12L	SLFN12L	ENST00000361112	-1	2	intron	2	5	_	0
47	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	22	24	NA	NA	NA	NA	NA	2	16202604	16202604	2	16347713	16347713	+	+	DEL	145109	2	5	3	4	6	7	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRexon	2	3	_	_	_	_	_	_	_	_	_	_	0
44	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	25	6	NA	NA	NA	NA	NA	2	16239028	16239030	2	16248242	16248244	-	-	DUP	9214	0	31	22	13	35	33	AC142119.1	AC142119.1	ENST00000412381	-1	_	UTRintron	2	4	_	_	_	_	_	_	_	_	_	_	0
45	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	25	6	NA	NA	NA	NA	NA	2	16247872	16247874	2	16248605	16248605	-	+	INV	733	0	12	11	12	13	17	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
65	T20_T21_T22_T23_T24	high	trunk	chromothripsis	2	mycn	#00B0F0	complex	25	6	NA	NA	NA	NA	NA	2	16263820	16263820	17	35290827	35290829	+	-	TRA	-1	0	14	21	20	32	24	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
207	T20_T21_T22_T23_T24	high	trunk	DM	1	mycn	#646464	complex	25	6	NA	NA	NA	NA	NA	2	16271538	16271622	2	16273800	16273963	+	+	DEL	2262	88	1689	1089	1692	1736	1668	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_
50	T20_T21	high	A2 76% / A3 12%	tandem_duplication	7	none	#884600	tandem_duplication	55	1	NA	NA	NA	NA	NA	2	28628917	28628919	2	28761398	28761400	-	-	DUP	132481	0	28	10	0	0	1	FOSL2	FOSL2	ENST00000264716	1	0	intron	2	4	_	PLB1	PLB1	ENST00000422425	1	0	intron	10	57	_	900
76	T20_T21	high	A2 76% / A3 12%	reciprocal_translocation	8	none	#884600	reciprocal_translocation	19	2	NA	NA	NA	NA	NA	2	47642008	47642008	8	62620688	62620690	+	-	TRA	-1	0	21	4	0	0	1	MSH2	MSH2	ENST00000233146	1	0	intron	5	16	_	ASPH	ASPH	ENST00000379454	-1	1	intron	1	25	_	700
75	T20_T21	high	A2 76% / A3 12%	reciprocal_translocation	8	none	#884600	reciprocal_translocation	19	2	NA	NA	NA	NA	NA	2	47642008	47642010	8	62620686	62620686	-	+	TRA	-1	0	20	2	0	0	0	MSH2	MSH2	ENST00000233146	1	0	intron	5	16	_	ASPH	ASPH	ENST00000379454	-1	1	intron	1	25	_	700
52	T21_T22	high	A3 41% / A4 57%	simple_deletion	22	none	#0057FF	simple_deletion	1	1	1.chr2.1	1.chr2.2	142890774.5-142890774.5	142933684.5-142933684.5	NA	2	142890774	142890775	2	142933684	142933685	+	+	DEL	42910	0	0	11	12	1	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
56	T24	high	A6 53%	tandem_duplication	57	none	#F23CFF	tandem_duplication	2	1	2.chr2.1	2.chr2.2	219794101-219794101	219896314-219896314	NA	2	219794098	219794104	2	219896311	219896317	-	-	DUP	102213	0	0	0	0	0	9	_	_	_	_	_	_	_	_	_	CCDC108	CCDC108	ENST00000341552	-1	_	exon	7	35	_	0
57	T20_T21	high	A2 76% / A3 12%	tandem_duplication	9	none	#884600	tandem_duplication	3	1	3.chr2.1	3.chr2.2	226035435-226035435	226231892-226231892	NA	2	226035433	226035437	2	226231890	226231894	-	-	DUP	196457	0	31	6	0	0	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
58	T21_T22	high	A3 41% / A4 57%	tandem_duplication	23	none	#0057FF	tandem_duplication	2	1	2.chr2.1	2.chr2.2	236916174.5-236916174.5	237005326.5-237005326.5	NA	2	236916173	236916176	2	237005325	237005328	-	-	DUP	89152	0	0	15	23	1	0	AGAP1	AGAP1	ENST00000304032	1	1	intron	13	18	_	AGAP1	AGAP1	ENST00000304032	1	2	intron	16	18	_	680
80	T24	high	A6 53%	complex_unclassified	58	none	#F23CFF	complex	15	2	NA	NA	NA	NA	NA	2	241051841	241051841	20	46512637	46512637	+	+	TRA	-1	0	0	0	0	0	11	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
79	T24	high	A6 53%	complex_unclassified	58	none	#F23CFF	complex	15	2	NA	NA	NA	NA	NA	2	241051842	241051844	20	46512633	46512635	-	-	TRA	-1	0	0	0	0	0	10	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
82	T23	high	A5 60%	simple_deletion	42	none	#7800F8	simple_deletion	34	1	NA	NA	NA	NA	NA	3	26968083	26968085	3	27249724	27249726	+	+	DEL	281641	0	1	0	0	24	0	_	_	_	_	_	_	_	_	_	NEK10	NEK10	ENST00000357467	-1	2	intron	5	13	_	0
83	T22_T23	high	A4 8% / A5 93%	simple_deletion	29	none	#FF0000	simple_deletion	32	1	NA	NA	NA	NA	NA	3	38768726	38768730	3	38826205	38826209	+	+	DEL	57479	0	0	1	5	23	0	SCN10A	SCN10A	ENST00000449082	-1	0	intron	15	27	_	SCN10A	SCN10A	ENST00000449082	-1	2	intron	3	27	_	680
84	T20_T21	high	A2 76% / A3 12%	simple_deletion	10	none	#884600	simple_deletion	56	1	NA	NA	NA	NA	NA	3	44580430	44580435	3	44890814	44890819	+	+	DEL	310384	0	18	6	0	0	0	_	_	_	_	_	_	_	_	_	KIF15	KIF15	ENST00000326047	1	2	intron	32	35	_	0
73	T24	high	A6 53%	reciprocal_translocation	59	none	#F23CFF	reciprocal_translocation	19	2	NA	NA	NA	NA	NA	3	56963135	56963136	8	57938578	57938579	-	+	TRA	-1	0	0	0	0	0	8	ARHGEF3	ARHGEF3	ENST00000338458	-1	0	intron	3	13	_	_	_	_	_	_	_	_	_	_	0
74	T24	high	A6 53%	reciprocal_translocation	59	none	#F23CFF	reciprocal_translocation	19	2	NA	NA	NA	NA	NA	3	56963880	56963881	8	57938580	57938581	+	-	TRA	-1	0	0	0	0	0	14	ARHGEF3	ARHGEF3	ENST00000338458	-1	0	intron	3	13	_	_	_	_	_	_	_	_	_	_	0
86	T23	high	A5 60%	tandem_duplication	43	none	#7800F8	tandem_duplication	3	1	3.chr3.1	3.chr3.2	104617119-104617119	104636974-104636974	NA	3	104617118	104617120	3	104636973	104636975	-	-	DUP	19855	0	0	0	0	7	0	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
