id	presence.summary	confidence	subs_clone	event_type	event_id	csv_locus	color	ClusterSV_event_type	ClusterSV_cluster_id	ClusterSV_num_SV_in_cluster	ClusterSV_footprint_id_low_end	ClusterSV_footprint_id_high_end	ClusterSV_start_end_low_end_footprint	ClusterSV_start_end_high_end_footprint	ClusterSV_p_value	chr1	start1	end1	chr2	start2	end2	strand1	strand2	rearr_type	bkpt_distance	I.H.132382.T3.1.D1.2.count	I.H.132382.T4.1.D1.2.count	gene1	gene1_id	gene1_transcript_id	gene1_strand	gene1_end_phase	gene1_region	gene1_region_number	gene1_total_region_count	gene1_first_last	gene2	gene2_id	gene2_transcript_id	gene2_strand	gene2_phase	gene2_region	gene2_region_number	gene2_total_region_count	gene2_first_last	fusion_flag
28	T3_T4	high	trunk	DM	5	MYCN	#646464	complex	3	12	3.chr2.1	3.chr2.1	16043789-16521265	16043789-16521265	0.0005299	2	16195374	16195374	2	16196883	16196885	+	-	0	0	10	14	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100
29	T3_T4	high	trunk	DM	5	MYCN	#646464	complex	3	12	3.chr2.1	3.chr2.1	16043789-16521265	16043789-16521265	0.0005299	2	16195669	16195671	2	16197194	16197194	-	+	0	0	2	17	AC010145.4	AC010145.4	ENST00000422415	-1	_	UTRintron	2	3	_	AC130710.1	AC130710.1	ENST00000426539	1	_	UTRintron	1	4	_	100
37	T3_T4	high	trunk	DM	5	MYCN	#646464	complex	3	12	3.chr2.1	3.chr2.1	16043789-16521265	16043789-16521265	0.0005299	2	16264150	16264150	2	16264867	16264867	+	+	0	0	10	32	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
57	T3_T4	high	trunk	DM	5	MYCN	#646464	complex	3	12	3.chr2.1	3.chr2.1	16043789-16521265	16043789-16521265	0.0005299	2	16274855	16274855	2	16468875	16468877	+	-	0	0	4669	8337	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
58	T3_T4	high	trunk	DM	5	MYCN	#646464	complex	3	12	3.chr2.1	3.chr2.1	16043789-16521265	16043789-16521265	0.0005299	2	16357921	16357921	2	16470240	16470240	+	+	0	0	3643	6767	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
49	T3_T4	high	trunk	DM	5	MYCN	#646464	complex	3	12	3.chr2.1	3.chr2.1	16043789-16521265	16043789-16521265	0.0005299	2	16400579	16400579	2	16438178	16438180	+	-	0	0	4062	7785	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
52	T4	high	R1_100	DM	5	MYCN	#0070C0	complex	3	2	3.chr2.1	3.chr2.1	16157918-16519797	16157918-16519797	0.000445779	2	16457755	16457757	2	16458531	16458531	-	+	0	0	1	13	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
54	T3_T4	high	trunk	DM	5	MYCN	#646464	complex	3	12	3.chr2.1	3.chr2.1	16043789-16521265	16043789-16521265	0.0005299	2	16458849	16458849	2	16460102	16460104	+	-	0	0	10	9	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
I-H-132382-T4-1-D1-2.60	T4	high	R1_100	simple_deletion	6	none	#0070C0	simple_deletion	4	1	4.chr3.1	4.chr3.2	110313948-110313948	110471368-110471368	NA	3	110313946	110313950	3	110471366	110471370	+	+	0	0	0	13	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
63	T4	high	R1_100	simple_deletion	7	none	#0070C0	simple_deletion	5	1	5.chr4.1	5.chr4.2	61970164-61970164	61971498-61971498	NA	4	61970164	61970164	4	61971498	61971498	+	+	0	0	0	8	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
66	T4	high	R1_100	simple_deletion	8	none	#0070C0	simple_deletion	6	1	6.chr4.1	6.chr4.2	166684539-166684539	166700023-166700023	NA	4	166684539	166684539	4	166700023	166700023	+	+	0	0	0	46	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
75	T4	high	R1_100	simple_deletion	9	none	#0070C0	simple_deletion	7	1	7.chr6.1	7.chr6.2	101816095.5-101816095.5	102422024.5-102422024.5	NA	6	101816095	101816096	6	102422024	102422025	+	+	0	0	0	13	_	_	_	_	_	_	_	_	_	GRIK2	GRIK2	ENST00000421544	1	0	intron	13	16	_	0
77	T3_T4	high	trunk	simple_deletion	10	none	#646464	simple_deletion	4	1	4.chr9.1	4.chr9.2	8745927.5-8745927.5	8835473.5-8835473.5	NA	9	8745927	8745928	9	8835473	8835474	+	+	0	0	35	32	PTPRD	PTPRD	ENST00000381196	-1	_	5UTRintron	8	43	_	PTPRD	PTPRD	ENST00000381196	-1	_	5UTRintron	8	43	_	840
I-H-132382-T4-1-D1-2.65	T4	high	R1_100	tandem_duplication	11	none	#0070C0	tandem_duplication	8	1	8.chr13.1	8.chr13.2	59925536-59925536	60058899-60058899	NA	13	59925535	59925537	13	60058898	60058900	-	-	0	0	0	41	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	_	0
I-H-132382-T4-1-D1-2.66	T4	high	R1_100	tandem_duplication	12	none	#0070C0	tandem_duplication	9	1	9.chr19.1	9.chr19.2	59019459.5-59019459.5	59102957.5-59102957.5	NA	19	59019458	59019461	19	59102956	59102959	-	-	0	0	0	14	SLC27A5	SLC27A5	ENST00000263093	-1	1	intron	3	10	_	_	_	_	_	_	_	_	_	_	0
